"","GOBPID","Pvalue","OddsRatio","ExpCount","Count","Size","Term"
"30","GO:0071840",4.67426886206345e-25,2.01991572174521,356.955604660506,507,5763,"cellular component organization or biogenesis"
"31","GO:0048518",5.90256108308567e-25,2.02891472450049,311.120597294764,458,5023,"positive regulation of biological process"
"32","GO:0048584",1.70168006626281e-24,2.41422930046867,115.888241596357,225,1871,"positive regulation of response to stimulus"
"33","GO:0044237",1.9335752142001e-24,2.17725231831412,580.246417570644,720,9368,"cellular metabolic process"
"34","GO:0071310",2.35758151631223e-24,2.33450240431579,130.567831793224,244,2108,"cellular response to organic substance"
"35","GO:0031399",2.41542835822563e-24,2.51034511191254,99.9698674166332,203,1614,"regulation of protein modification process"
"36","GO:0006464",3.00631868125809e-24,2.10116933862938,213.566358644703,346,3448,"cellular protein modification process"
"37","GO:0036211",3.00631868125809e-24,2.10116933862938,213.566358644703,346,3448,"protein modification process"
"38","GO:0065009",3.78899997434101e-24,2.21295318267072,161.661309762957,283,2610,"regulation of molecular function"
"39","GO:0042325",4.11465252409993e-24,2.63655663607725,83.9895540377662,180,1356,"regulation of phosphorylation"
"40","GO:0044267",4.45045524246633e-24,2.0224308534352,277.177916164457,418,4475,"cellular protein metabolic process"
"41","GO:0009893",5.47259884877913e-24,2.1058817776676,205.762019552699,336,3322,"positive regulation of metabolic process"
"42","GO:0070887",1.43664335690183e-23,2.20501841855529,157.387505022097,276,2541,"cellular response to chemical stimulus"
"43","GO:0048523",1.53757980303608e-23,2.04289295257598,238.775612695862,373,3855,"negative regulation of cellular process"
"44","GO:0022402",2.26184388470682e-23,2.67555379366977,76.8665461363332,168,1241,"cell cycle process"
"45","GO:0006996",2.46921286381323e-23,2.08274078132148,206.629168340699,335,3336,"organelle organization"
"46","GO:0007169",2.68616815340364e-23,2.99241703169564,55.683340029463,136,899,"transmembrane receptor protein tyrosine kinase signaling pathway"
"47","GO:0043412",3.34065339742349e-23,2.05367786368713,222.361724922995,353,3590,"macromolecule modification"
"48","GO:0007346",7.9059932587561e-23,3.95727025018578,28.2442748091603,89,456,"regulation of mitotic cell cycle"
"49","GO:0050790",1.44784475764663e-22,2.25157199459454,133.602852551225,243,2157,"regulation of catalytic activity"
"50","GO:0007167",2.04439081581362e-22,2.66381266026703,73.5837685817597,161,1188,"enzyme linked receptor protein signaling pathway"
"51","GO:0048519",2.05275488625778e-22,1.98589649434224,258.781974019017,392,4178,"negative regulation of biological process"
"52","GO:0071900",2.84722907808259e-22,4.09879502415006,25.5189500468729,83,412,"regulation of protein serine/threonine kinase activity"
"53","GO:0043069",3.29448383912573e-22,3.07262811439869,48.8700281237445,123,789,"negative regulation of programmed cell death"
"54","GO:0080134",3.36714088934938e-22,2.55197986446887,82.9985268514798,174,1340,"regulation of response to stress"
"55","GO:0042221",4.79507435979344e-22,2.00913974226668,227.316860854426,355,3670,"response to chemical"
"56","GO:0060548",5.08110861651349e-22,2.98168410870373,52.2766840766037,128,844,"negative regulation of cell death"
"57","GO:0044093",5.30710404914463e-22,2.3766088724902,104.367550555779,203,1685,"positive regulation of molecular function"
"58","GO:0001932",5.74491101263696e-22,2.58551571120173,78.4769653140485,167,1267,"regulation of protein phosphorylation"
"59","GO:0006793",7.10454825626156e-22,2.09215580585604,176.960291951252,295,2857,"phosphorus metabolic process"
"60","GO:0043066",1.1522211180893e-21,3.04877358276901,48.3125753314584,121,780,"negative regulation of apoptotic process"
"61","GO:0006796",1.25893368346625e-21,2.08956214811119,174.296906388108,291,2814,"phosphate-containing compound metabolic process"
"62","GO:0048583",1.40972800730578e-21,2.02324725510642,207.124681933842,330,3344,"regulation of response to stimulus"
"63","GO:0008152",1.43493349067811e-21,2.27990578551651,668.633654747556,787,10795,"metabolic process"
"64","GO:0009628",4.46765140343257e-21,2.66651511333633,67.513727065756,149,1090,"response to abiotic stimulus"
"65","GO:0051174",5.64591609781077e-21,2.36525679170799,98.9788402303469,193,1598,"regulation of phosphorus metabolic process"
"66","GO:0071704",8.88243949537213e-21,2.05146291159155,596.350609347797,723,9628,"organic substance metabolic process"
"67","GO:0051128",1.16195699359065e-20,2.22667876588022,121.524708718361,222,1962,"regulation of cellular component organization"
"68","GO:0019220",1.24084423052595e-20,2.35484208304176,98.1736306414892,191,1585,"regulation of phosphate metabolic process"
"69","GO:0031324",2.23705259183182e-20,2.16372216917275,133.850609347797,237,2161,"negative regulation of cellular metabolic process"
"70","GO:0009892",2.53569309323422e-20,2.10703558209517,149.892861925807,257,2420,"negative regulation of metabolic process"
"71","GO:0044238",3.14809034780395e-20,1.99631367785243,577.025579215214,704,9316,"primary metabolic process"
"72","GO:0080135",4.79255204950759e-20,3.27215496368039,36.7918842908799,99,594,"regulation of cellular response to stress"
"73","GO:1901700",5.17273810087422e-20,2.3740962418182,91.2983795366278,180,1474,"response to oxygen-containing compound"
"74","GO:0051347",7.99258392146982e-20,3.12165296924708,40.6940538368823,105,657,"positive regulation of transferase activity"
"75","GO:0010605",1.1125477776298e-19,2.13538352774832,133.91254854694,235,2162,"negative regulation of macromolecule metabolic process"
"76","GO:0019538",1.11809003107726e-19,1.86469100270942,311.244475693049,440,5025,"protein metabolic process"
"77","GO:0097285",1.34569926176174e-19,3.78842659819994,25.7667068434445,79,416,"cell-type specific apoptotic process"
"78","GO:0043085",1.80921070048829e-19,2.3671174754707,88.6969331726262,175,1432,"positive regulation of catalytic activity"
"79","GO:0001775",3.34428307172236e-19,2.73255447308284,55.6214008303201,127,898,"cell activation"
"80","GO:0045786",4.03277230668949e-19,3.50587665091482,29.606937190304,85,478,"negative regulation of cell cycle"
"81","GO:0031401",9.05458343653486e-19,2.52120981928674,68.5666934511852,145,1107,"positive regulation of protein modification process"
"82","GO:0009966",9.59283910814564e-19,2.04847879818516,149.025713137806,251,2406,"regulation of signal transduction"
"83","GO:0009725",1.10068273236827e-18,2.60309195183126,61.8153207446096,135,998,"response to hormone"
"84","GO:0044770",1.2389366764117e-18,3.46051138684409,29.5449979911611,84,477,"cell cycle phase transition"
"85","GO:0010646",1.55720711708662e-18,1.98287889534866,171.757399223249,278,2773,"regulation of cell communication"
"86","GO:0007166",1.58899545064191e-18,2.01387133148767,158.564349805812,262,2560,"cell surface receptor signaling pathway"
"87","GO:0044772",2.37225986536465e-18,3.50849395829892,28.1203964108745,81,454,"mitotic cell cycle phase transition"
"88","GO:0044260",2.53155679559025e-18,1.82744123504281,471.04760948172,598,7605,"cellular macromolecule metabolic process"
"89","GO:0051716",2.65333246797627e-18,1.80607968148468,384.890183473952,512,6214,"cellular response to stimulus"
"90","GO:0010647",2.99245422057107e-18,2.27851610364107,92.5991027186286,177,1495,"positive regulation of cell communication"
"91","GO:1902589",4.07579192801663e-18,2.02836726424345,147.415293960091,247,2380,"single-organism organelle organization"
"92","GO:1902531",6.37988493882578e-18,2.25769848263541,93.2804339092005,177,1506,"regulation of intracellular signal transduction"
"93","GO:0010564",6.40588896130426e-18,3.27064771386962,32.0845051560198,87,518,"regulation of cell cycle process"
"94","GO:0032269",7.39842439634329e-18,2.63216560509554,56.3646712200348,125,910,"negative regulation of cellular protein metabolic process"
"95","GO:0010942",7.89065300960086e-18,3.11690126883426,35.8008571045935,93,578,"positive regulation of cell death"
"96","GO:0018193",1.64324022592691e-17,2.42355865577308,70.7965046203294,145,1143,"peptidyl-amino acid modification"
"97","GO:0042326",1.65709971515506e-17,3.72301434234896,23.3510780768716,71,377,"negative regulation of phosphorylation"
"98","GO:0051248",1.7845491711629e-17,2.54746008708273,60.390719164323,130,975,"negative regulation of protein metabolic process"
"99","GO:0008283",2.56173092370983e-17,2.12448061683444,112.109950448641,200,1810,"cell proliferation"
"100","GO:0002764",3.48296639822414e-17,2.9929835621556,37.8448506763091,95,611,"immune response-regulating signaling pathway"
"101","GO:0033674",3.49447345902529e-17,3.0124300704695,37.2254586848801,94,601,"positive regulation of kinase activity"
"102","GO:0097190",4.36754240730273e-17,3.02004086538462,36.729945091737,93,593,"apoptotic signaling pathway"
"103","GO:0009967",4.48846617163792e-17,2.28686293530355,83.1843444489085,161,1343,"positive regulation of signal transduction"
"104","GO:0031323",4.70589990780764e-17,1.77243842542683,332.86125619392,453,5374,"regulation of cellular metabolic process"
"105","GO:0023056",5.28230383324343e-17,2.22363470765724,91.4841971340565,172,1477,"positive regulation of signaling"
"106","GO:0051348",5.58961702597577e-17,3.98984918793503,19.5108477300121,63,315,"negative regulation of transferase activity"
"107","GO:0023051",6.82239568392552e-17,1.92701966202941,168.908196062676,269,2727,"regulation of signaling"
"108","GO:0071363",6.92873058487284e-17,2.63020614646964,52.5244408731753,117,848,"cellular response to growth factor stimulus"
"109","GO:0070848",7.76038451744798e-17,2.60279123330342,53.9490424534619,119,871,"response to growth factor"
"110","GO:0002684",8.29464086184152e-17,2.62263450083071,52.6483192714611,117,850,"positive regulation of immune system process"
"111","GO:0009056",9.72345253093797e-17,2.02945522646032,129.267108611223,220,2087,"catabolic process"
"112","GO:0045787",1.28167487094495e-16,4.01642848943985,18.7675773402973,61,303,"positive regulation of cell cycle"
"113","GO:1902533",1.3179138655007e-16,2.53900493128082,57.0460024106067,123,921,"positive regulation of intracellular signal transduction"
"114","GO:0031400",1.32104140754961e-16,3.0399304504068,34.8717691174501,89,563,"negative regulation of protein modification process"
"115","GO:0033043",1.53821362785329e-16,2.51314786585366,58.5325431900362,125,945,"regulation of organelle organization"
"116","GO:0042127",1.58012396197175e-16,2.23301179883472,86.5290612026249,164,1397,"regulation of cell proliferation"
"117","GO:0001933",1.60374782769841e-16,3.78872432524189,20.9973885094415,65,339,"negative regulation of protein phosphorylation"
"118","GO:1901575",2.28998395111736e-16,2.12601763907734,102.757131378063,185,1659,"organic substance catabolic process"
"119","GO:0033673",2.545046540745e-16,4.73635585970915,13.4408062140083,50,217,"negative regulation of kinase activity"
"120","GO:0043068",2.56129467992402e-16,3.04422248395995,34.0046203294496,87,549,"positive regulation of programmed cell death"
"121","GO:0097193",2.65525032376496e-16,4.11687469105289,17.4668541582965,58,282,"intrinsic apoptotic signaling pathway"
"122","GO:0009968",2.6694739338597e-16,2.47308649427583,60.3287799651801,127,974,"negative regulation of signal transduction"
"123","GO:0010648",3.79999190446277e-16,2.37648231323252,67.6376054640418,137,1092,"negative regulation of cell communication"
"124","GO:0080090",3.87243622703954e-16,1.74373780478132,327.844181063345,444,5293,"regulation of primary metabolic process"
"125","GO:0023057",4.25381936186336e-16,2.3802013413827,67.0182134726128,136,1082,"negative regulation of signaling"
"126","GO:0002757",5.43626352867062e-16,3.30761150614092,27.1913084237311,75,439,"immune response-activating signal transduction"
"127","GO:0045860",6.2225475148494e-16,2.94966516981724,35.7389179054506,89,577,"positive regulation of protein kinase activity"
"128","GO:0070997",6.2967489199112e-16,4.21517019268144,16.2280701754386,55,262,"neuron death"
"129","GO:0006469",9.03661613180075e-16,4.8478568344574,12.3878398285791,47,200,"negative regulation of protein kinase activity"
"130","GO:0042327",9.52296109225295e-16,2.45178502832997,59.213874380608,124,956,"positive regulation of phosphorylation"
"131","GO:0009894",1.19625847883265e-15,2.7862955346334,40.5701754385965,96,655,"regulation of catabolic process"
"132","GO:0009719",1.20526985322275e-15,2.11440721356241,98.297509039775,177,1587,"response to endogenous stimulus"
"133","GO:0045862",1.27443551423996e-15,3.64466567114651,21.307084505156,64,344,"positive regulation of proteolysis"
"134","GO:0043065",1.36059357169248e-15,2.98721340388007,33.6949243337351,85,544,"positive regulation of apoptotic process"
"135","GO:0051301",1.51951276109052e-15,2.84225140437855,38.1545466720236,92,616,"cell division"
"136","GO:1901701",1.58994318188973e-15,2.4141061076054,61.010111155752,126,985,"cellular response to oxygen-containing compound"
"137","GO:0023014",1.72348417689497e-15,2.56182588597843,50.7282040980313,111,819,"signal transduction by protein phosphorylation"
"138","GO:0019222",1.95590721011545e-15,1.71140425528401,378.63432436052,494,6113,"regulation of metabolic process"
"139","GO:0008284",2.47736902793475e-15,2.61901916109513,46.9499129503147,105,758,"positive regulation of cell proliferation"
"140","GO:0010562",2.91104100081979e-15,2.33475311626907,66.4607606803268,133,1073,"positive regulation of phosphorus metabolic process"
"141","GO:0045937",2.91104100081979e-15,2.33475311626907,66.4607606803268,133,1073,"positive regulation of phosphate metabolic process"
"142","GO:0007165",3.14322325043754e-15,1.7196961426492,309.75793491362,421,5001,"signal transduction"
"143","GO:0002682",3.49976114014006e-15,2.15205854223663,87.9536627829115,162,1420,"regulation of immune system process"
"144","GO:0010243",4.53203130178088e-15,2.44669584176431,56.240792821749,118,908,"response to organonitrogen compound"
"145","GO:0001934",4.824787283888e-15,2.43453747331964,56.9840632114638,119,920,"positive regulation of protein phosphorylation"
"146","GO:0000082",5.23283239965435e-15,4.244062387089,14.9273469934378,51,241,"G1/S transition of mitotic cell cycle"
"147","GO:0042060",5.60166310230473e-15,2.67623840175231,42.8619258068836,98,692,"wound healing"
"148","GO:0043170",5.82695459909548e-15,1.72611200066543,508.768581759743,621,8214,"macromolecule metabolic process"
"149","GO:0060255",6.58634677009701e-15,1.70273708744583,327.038971474488,438,5280,"regulation of macromolecule metabolic process"
"150","GO:0000165",6.7349396377873e-15,2.54824740130685,48.9939065220303,107,791,"MAPK cascade"
"151","GO:0051130",6.89722842061086e-15,2.35845205139682,62.186955939467,126,1004,"positive regulation of cellular component organization"
"152","GO:0044248",7.55680454668739e-15,2.02394913189156,108.765233694924,188,1756,"cellular catabolic process"
"153","GO:0048585",8.58008710044956e-15,2.21653538650771,76.1232757466185,145,1229,"negative regulation of response to stimulus"
"154","GO:0002768",9.58027838382732e-15,3.05004658746797,29.8546939868756,77,482,"immune response-regulating cell surface receptor signaling pathway"
"155","GO:0051402",1.17357277804784e-14,4.55849629009523,12.6975358242936,46,205,"neuron apoptotic process"
"156","GO:1901698",1.25425676317451e-14,2.35234280848362,61.2578679523236,124,989,"response to nitrogen compound"
"157","GO:0031329",1.31848367987057e-14,2.87089224989965,34.3762555243069,84,555,"regulation of cellular catabolic process"
"158","GO:0002253",1.51029938257064e-14,3.01932924297643,30.1024507834472,77,486,"activation of immune response"
"159","GO:0009891",1.5966397419775e-14,2.02195093029965,105.66827373778,183,1706,"positive regulation of biosynthetic process"
"160","GO:0044092",1.63482029596981e-14,2.33397326507395,62.186955939467,125,1004,"negative regulation of molecular function"
"161","GO:0043408",2.11840957871299e-14,2.58270604130477,45.0917369760279,100,728,"regulation of MAPK cascade"
"162","GO:0010563",2.37680203718317e-14,2.96498374525087,30.9695995714477,78,500,"negative regulation of phosphorus metabolic process"
"163","GO:0045936",2.37680203718317e-14,2.96498374525087,30.9695995714477,78,500,"negative regulation of phosphate metabolic process"
"164","GO:0044843",2.47400326036497e-14,4.04948081367938,15.4847997857239,51,250,"cell cycle G1/S phase transition"
"165","GO:0006974",2.91565005479632e-14,2.59404019568327,43.9768313914557,98,710,"cellular response to DNA damage stimulus"
"166","GO:0033993",3.68254262356965e-14,2.51834894321813,47.5073657426008,103,767,"response to lipid"
"167","GO:0031328",4.7881571555882e-14,2.0069846668865,103.74815856435,179,1675,"positive regulation of cellular biosynthetic process"
"168","GO:0050776",5.28201878240633e-14,2.35646921658874,57.4795768046069,117,928,"regulation of immune response"
"169","GO:0002758",9.73583247376879e-14,3.821561575961,16.5377661711531,52,267,"innate immune response-activating signal transduction"
"170","GO:0002376",9.98345449430914e-14,1.84103033074226,150.016740324093,235,2422,"immune system process"
"171","GO:1902582",1.13815201243634e-13,2.04957218105437,91.4841971340565,162,1477,"single-organism intracellular transport"
"172","GO:0010557",1.17765688737278e-13,2.01975125452919,96.9348466586313,169,1565,"positive regulation of macromolecule biosynthetic process"
"173","GO:0034109",1.22594534181585e-13,2.92661406025825,30.0405115843043,75,485,"homotypic cell-cell adhesion"
"174","GO:0038179",1.26735933373098e-13,3.17501204590457,24.5898620597295,66,397,"neurotrophin signaling pathway"
"175","GO:0030162",1.64597295802807e-13,2.5349700797086,43.8529529931699,96,708,"regulation of proteolysis"
"176","GO:0071495",2.01530166517372e-13,2.15305828721463,73.8934645774742,138,1193,"cellular response to endogenous stimulus"
"177","GO:0050896",2.28710025509051e-13,1.64861898247671,461.323155216285,568,7448,"response to stimulus"
"178","GO:0071417",2.3640143942188e-13,2.63253876253037,38.7739386634525,88,626,"cellular response to organonitrogen compound"
"179","GO:1901214",2.44818601261051e-13,4.04435067279087,14.2460158028659,47,230,"regulation of neuron death"
"180","GO:0071375",2.63137729335934e-13,2.92259404379493,29.2353019954466,73,472,"cellular response to peptide hormone stimulus"
"181","GO:0048011",2.82207344221602e-13,3.14271577012794,24.4040444623008,65,394,"neurotrophin TRK receptor signaling pathway"
"182","GO:0002218",2.84698733399878e-13,3.69918371980228,16.9713405651533,52,274,"activation of innate immune response"
"183","GO:1901990",3.06441811237594e-13,3.81007591442374,15.9183741797241,50,257,"regulation of mitotic cell cycle phase transition"
"184","GO:0051641",3.06882434116713e-13,1.77810495471401,171.014128833534,258,2761,"cellular localization"
"185","GO:0044700",3.12078121668206e-13,1.64220314965768,337.878331324494,442,5455,"single organism signaling"
"186","GO:0045321",3.13134226500689e-13,2.5571635550772,41.6231418240257,92,672,"leukocyte activation"
"187","GO:0010948",3.15855834884249e-13,3.93871151653364,14.8654077942949,48,240,"negative regulation of cell cycle process"
"188","GO:0009057",3.36963313647052e-13,2.21266658430334,65.5316726931833,126,1058,"macromolecule catabolic process"
"189","GO:0023052",3.67336455313914e-13,1.63965500595372,338.188027320209,442,5460,"signaling"
"190","GO:0030168",3.71506746506395e-13,3.91802009913684,14.9273469934378,48,241,"platelet activation"
"191","GO:0046907",4.05650420932331e-13,1.95957632398754,103.810097763493,176,1676,"intracellular transport"
"192","GO:0051173",4.1087608961377e-13,1.9558054282319,104.61530735235,177,1689,"positive regulation of nitrogen compound metabolic process"
"193","GO:0050793",4.41364910628648e-13,1.88801947608766,122.329918307218,199,1975,"regulation of developmental process"
"194","GO:1901987",4.45129186649724e-13,3.6490670739468,17.157158162582,52,277,"regulation of cell cycle phase transition"
"195","GO:1901653",4.45294909527305e-13,2.86261711759133,30.1643899825901,74,487,"cellular response to peptide"
"196","GO:0045087",5.35058072647956e-13,2.23178457992523,62.3108343377528,121,1006,"innate immune response"
"197","GO:0007154",5.67820784064927e-13,1.63040029695438,350.513927949645,454,5659,"cell communication"
"198","GO:0007568",6.34705144608489e-13,3.78528180678664,15.6706173831525,49,253,"aging"
"199","GO:0007067",7.92086461660035e-13,3.09077237537464,24.3421052631579,64,393,"mitotic nuclear division"
"200","GO:0044712",8.33367020086882e-13,2.13395080946451,71.5397750100442,133,1155,"single-organism catabolic process"
"201","GO:0045930",9.9230376659487e-13,3.93202502844141,14.2460158028659,46,230,"negative regulation of mitotic cell cycle"
"202","GO:0050778",1.01795177445205e-12,2.59895691609977,37.7829114771662,85,610,"positive regulation of immune response"
"203","GO:0043434",1.05736836522548e-12,2.66473816868924,35.1814651131646,81,568,"response to peptide hormone"
"204","GO:0034641",1.13300433339135e-12,1.61791672383597,362.468193384224,465,5852,"cellular nitrogen compound metabolic process"
"205","GO:1901699",1.13492866565674e-12,2.50381028510525,41.8708986205973,91,676,"cellular response to nitrogen compound"
"206","GO:1901652",1.18454208645268e-12,2.60656812259514,37.2254586848801,84,601,"response to peptide"
"207","GO:0006807",1.20736657988035e-12,1.6150837658046,381.049953127093,484,6152,"nitrogen compound metabolic process"
"208","GO:0032870",1.35208289307556e-12,2.48120152583647,42.6761082094549,92,689,"cellular response to hormone stimulus"
"209","GO:0009611",1.49451505593789e-12,2.22221195281722,60.3287799651801,117,974,"response to wounding"
"210","GO:0050865",1.49894174477996e-12,2.92488567914472,27.1293692245882,68,438,"regulation of cell activation"
"211","GO:1902580",1.57720988656644e-12,2.11747007668717,71.4158966117584,132,1153,"single-organism cellular localization"
"212","GO:0098602",1.8685372241791e-12,2.42665113703626,44.9678585777421,95,726,"single organism cell adhesion"
"213","GO:0045088",1.89188177294037e-12,3.08314293290519,23.5988348734431,62,381,"regulation of innate immune response"
"214","GO:0006979",2.36821680759974e-12,3.16720554272517,21.926476496585,59,354,"response to oxidative stress"
"215","GO:0034613",2.46664916846299e-12,1.99146223669898,88.6349939734833,154,1431,"cellular protein localization"
"216","GO:0051649",2.48496699643501e-12,1.78145459664856,149.459287531807,229,2413,"establishment of localization in cell"
"217","GO:0043405",2.4947366634327e-12,3.56509372979961,16.7855229677247,50,271,"regulation of MAP kinase activity"
"218","GO:0045089",2.59874703690856e-12,3.31703518469773,19.6347261282978,55,317,"positive regulation of innate immune response"
"219","GO:0070486",3.20042735602991e-12,2.92138620732146,26.3241596357305,66,425,"leukocyte aggregation"
"220","GO:0071902",3.3199829737476e-12,3.53260730301089,16.9094013660104,50,273,"positive regulation of protein serine/threonine kinase activity"
"221","GO:0045595",3.43593006488791e-12,2.00753118380795,84.3611892326235,148,1362,"regulation of cell differentiation"
"222","GO:0070727",3.44330195749435e-12,1.98121499040127,89.0066291683407,154,1437,"cellular macromolecule localization"
"223","GO:0016337",3.66945760160199e-12,2.45580147006496,42.056716218026,90,679,"single organismal cell-cell adhesion"
"224","GO:0032386",3.79657601584063e-12,2.64114121625678,34.0665595285925,78,550,"regulation of intracellular transport"
"225","GO:0045935",4.38518976234162e-12,1.92073065812581,100.279563412348,168,1619,"positive regulation of nucleobase-containing compound metabolic process"
"226","GO:1901360",4.41025234852349e-12,1.60100628807887,340.170081692782,439,5492,"organic cyclic compound metabolic process"
"227","GO:0071593",4.4259073014262e-12,2.92390803083207,25.8905852417303,65,418,"lymphocyte aggregation"
"228","GO:0032147",4.84592247199532e-12,2.83814931534958,27.81070041516,68,449,"activation of protein kinase activity"
"229","GO:0009896",5.26285172366717e-12,3.1316177946786,21.7406588991563,58,351,"positive regulation of catabolic process"
"230","GO:0033365",5.36651086246918e-12,2.34086972099064,47.8790009374582,98,773,"protein localization to organelle"
"231","GO:0046649",5.36889887395145e-12,2.58471101548025,35.6150395071649,80,575,"lymphocyte activation"
"232","GO:0031331",5.58914520150571e-12,3.37435360777603,18.2720637471541,52,295,"positive regulation of cellular catabolic process"
"233","GO:0043086",5.79207233047051e-12,2.33723159920723,47.940940136601,98,774,"negative regulation of catalytic activity"
"234","GO:0008104",6.02156135277635e-12,1.79210749848617,137.319204499799,213,2217,"protein localization"
"235","GO:0045184",7.20984833557856e-12,1.86010699493787,112.915160037498,183,1823,"establishment of protein localization"
"236","GO:0030155",7.86823480010567e-12,2.54541476177618,36.5441274943083,81,590,"regulation of cell adhesion"
"237","GO:0002429",8.32128447131721e-12,3.3324765550061,18.4578813445828,52,298,"immune response-activating cell surface receptor signaling pathway"
"238","GO:0007159",9.00384047278592e-12,2.79291682119285,28.1823356100174,68,455,"leukocyte cell-cell adhesion"
"239","GO:1901576",9.49878929988689e-12,1.58867713058996,341.718561671354,439,5517,"organic substance biosynthetic process"
"240","GO:0090068",9.86968304838412e-12,3.69948833888624,14.6176509977233,45,236,"positive regulation of cell cycle process"
"241","GO:0048285",1.06687419671296e-11,2.6131655903497,33.4471675371635,76,540,"organelle fission"
"242","GO:0070482",1.12169691564021e-11,3.34772597254005,18.0243069505826,51,291,"response to oxygen levels"
"243","GO:0042110",1.1699231821768e-11,2.87558113136777,25.8286460425874,64,417,"T cell activation"
"244","GO:0070489",1.1699231821768e-11,2.87558113136777,25.8286460425874,64,417,"T cell aggregation"
"245","GO:2000377",1.43548575649527e-11,4.6925896129436,9.10506227400563,34,147,"regulation of reactive oxygen species metabolic process"
"246","GO:0000075",1.54651962317388e-11,3.64148898781631,14.803468595152,45,239,"cell cycle checkpoint"
"247","GO:0009605",1.610156239745e-11,1.74811700869428,147.972746752377,224,2389,"response to external stimulus"
"248","GO:0048468",1.61418952046211e-11,1.80319045014067,125.426878264363,197,2025,"cell development"
"249","GO:0044281",1.72401916177923e-11,1.74833080705876,147.229476362662,223,2377,"small molecule metabolic process"
"250","GO:0048010",1.96860097498211e-11,3.33486682808717,17.7146109548681,50,286,"vascular endothelial growth factor receptor signaling pathway"
"251","GO:0044839",1.98604237023109e-11,4.06697516930023,11.7065086380072,39,189,"cell cycle G2/M phase transition"
"252","GO:0009058",2.60126414665858e-11,1.57175911143777,346.673697602786,442,5597,"biosynthetic process"
"253","GO:0030163",2.66908664108648e-11,2.34050259792166,44.2865273871702,91,715,"protein catabolic process"
"254","GO:2001233",2.69852480128814e-11,2.98575716931724,22.6078076871568,58,365,"regulation of apoptotic signaling pathway"
"255","GO:0044763",2.73455972883092e-11,1.75752833647144,688.640016070711,770,11118,"single-organism cellular process"
"256","GO:0051240",2.77513709481756e-11,1.9717122117848,81.2642292754788,141,1312,"positive regulation of multicellular organismal process"
