"","GOMFID","Pvalue","OddsRatio","ExpCount","Count","Size","Term"
"58","GO:0001067",2.8189191889005e-05,1.72660508279767,47.4723225030084,76,771,"regulatory region nucleic acid binding"
"59","GO:0004693",2.91204316017305e-05,7.28081717451524,1.72402727637385,9,28,"cyclin-dependent protein serine/threonine kinase activity"
"60","GO:0097472",2.91204316017305e-05,7.28081717451524,1.72402727637385,9,28,"cyclin-dependent protein kinase activity"
"61","GO:0001085",3.00969020882571e-05,3.43447766703581,6.0956678700361,18,99,"RNA polymerase II transcription factor binding"
"62","GO:0035591",3.10140874130634e-05,3.9903516784654,4.49478539911753,15,73,"signaling adaptor activity"
"63","GO:0003682",3.18608487150625e-05,1.96721264185451,27.5844364219815,50,448,"chromatin binding"
"64","GO:0019903",3.84852939127482e-05,3.22816208182062,6.77296430004011,19,110,"protein phosphatase binding"
"65","GO:0000988",5.16660143938618e-05,1.83096260063277,34.1726835138387,58,555,"transcription factor activity, protein binding"
"66","GO:0051427",6.12214864755759e-05,2.73994346410827,9.42057761732852,23,153,"hormone receptor binding"
"67","GO:0004715",6.6521105613897e-05,4.9784421460892,2.77075812274368,11,45,"non-membrane spanning protein tyrosine kinase activity"
"68","GO:0004683",7.18964129184545e-05,6.28663277511962,1.90874448455676,9,31,"calmodulin-dependent protein kinase activity"
"69","GO:0000989",7.91825905400009e-05,1.80862713675214,33.9263939029282,57,551,"transcription factor activity, transcription factor binding"
"70","GO:0004712",8.26169254764285e-05,4.83585557299843,2.83233052547132,11,46,"protein serine/threonine/tyrosine kinase activity"
"71","GO:0004716",8.95473526759239e-05,19.1498362445415,0.554151624548736,5,9,"receptor signaling protein tyrosine kinase activity"
"72","GO:0003713",9.09902163002251e-05,2.15223190785071,17.7328519855596,35,288,"transcription coactivator activity"
"73","GO:0016538",0.000115546894945062,6.82438846294268,1.60088247091857,8,26,"cyclin-dependent protein serine/threonine kinase regulator activity"
"74","GO:0008092",0.000123427855750185,1.64970517507216,48.0264741275572,74,780,"cytoskeletal protein binding"
"75","GO:0019904",0.000124520671998528,1.76461879422651,35.2809867629362,58,573,"protein domain specific binding"
"76","GO:0000982",0.000143645127716262,2.04896861564226,19.5800240673887,37,318,"transcription factor activity, RNA polymerase II core promoter proximal region sequence-specific binding"
"77","GO:0046875",0.000155399998325394,6.46474894794489,1.66245487364621,8,27,"ephrin receptor binding"
"78","GO:0097153",0.000170007187064356,15.3187772925764,0.615724027276374,5,10,"cysteine-type endopeptidase activity involved in apoptotic process"
"79","GO:0001228",0.000182605539431909,2.04325126809353,19.0874448455676,36,310,"transcriptional activator activity, RNA polymerase II transcription regulatory region sequence-specific binding"
"80","GO:0043559",0.000193790645102584,30.6106870229008,0.369434416365824,4,6,"insulin binding"
"81","GO:0051721",0.000205911825014859,6.14107338444688,1.72402727637385,8,28,"protein phosphatase 2A binding"
"82","GO:0003712",0.000220213259808403,1.77814485323557,31.3403529883674,52,509,"transcription cofactor activity"
"83","GO:0015631",0.000223487485914497,2.1478882423756,15.7009626955475,31,255,"tubulin binding"
"84","GO:0035257",0.000249625332277397,2.7422964544004,7.75812274368231,19,126,"nuclear hormone receptor binding"
"85","GO:0051087",0.000259037422051107,3.37000413450937,4.80264741275572,14,78,"chaperone binding"
"86","GO:0042169",0.000269142392079492,5.84822406509153,1.78559967910148,8,29,"SH2 domain binding"
"87","GO:0016853",0.000270341259901266,2.64094026580153,8.43541917368632,20,137,"isomerase activity"
"88","GO:0048037",0.000350785855416704,2.11463116008571,15.3931006819093,30,250,"cofactor binding"
"89","GO:0019902",0.000413973178873136,2.47689567430025,9.35900521460088,21,152,"phosphatase binding"
"90","GO:0000981",0.000431947668234092,1.67015998412322,37.0050140393101,58,601,"RNA polymerase II transcription factor activity, sequence-specific DNA binding"
"91","GO:0050681",0.000484441983961071,4.60756578947368,2.40132370637786,9,39,"androgen receptor binding"
"92","GO:0001046",0.000569763281534816,3.07982359426681,5.17208182912154,14,84,"core promoter sequence-specific DNA binding"
"93","GO:0050662",0.000594523857274396,2.29388605503269,10.9598876855195,23,178,"coenzyme binding"
"94","GO:0019209",0.000614282030513033,3.67656473960822,3.50962695547533,11,57,"kinase activator activity"
"95","GO:0098772",0.000673026236885672,1.46202709350461,70.3772563176895,97,1143,"molecular function regulator"
"96","GO:0002039",0.000716596035069589,3.59808276829553,3.57119935820297,11,58,"p53 binding"
"97","GO:0019838",0.000724816451314229,2.64755966747117,7.14239871640594,17,116,"growth factor binding"
"98","GO:0051787",0.000743048982715805,9.57218886462882,0.800441235459286,5,13,"misfolded protein binding"
"99","GO:0016462",0.000797926222927087,1.55705341559443,46.9797432811873,69,763,"pyrophosphatase activity"
"100","GO:0000979",0.000803549687491099,3.84110867178924,3.07862013638187,10,50,"RNA polymerase II core promoter sequence-specific DNA binding"
"101","GO:0017111",0.000838450214506808,1.56955153842052,44.5784195748095,66,724,"nucleoside-triphosphatase activity"
"102","GO:0016818",0.000855802062049217,1.55234640602234,47.1028880866426,69,765,"hydrolase activity, acting on acid anhydrides, in phosphorus-containing anhydrides"
"103","GO:0016817",0.000917402267337763,1.54766637071714,47.2260328920979,69,767,"hydrolase activity, acting on acid anhydrides"
"104","GO:0030295",0.000945307950552601,3.74715536397955,3.14019253910951,10,51,"protein kinase activator activity"
"105","GO:0051287",0.000945307950552601,3.74715536397955,3.14019253910951,10,51,"NAD binding"
"106","GO:0003684",0.000963906639211381,3.45072886297376,3.69434416365824,11,60,"damaged DNA binding"
"107","GO:0000976",0.00100182200665715,1.60547077241685,38.2980344965905,58,622,"transcription regulatory region sequence-specific DNA binding"
"108","GO:0016787",0.00105909694725327,1.32514069781957,136.5675892499,170,2218,"hydrolase activity"
"109","GO:0016408",0.00109757588574982,8.5080058224163,0.862013638186923,5,14,"C-acyltransferase activity"
"110","GO:0008047",0.00114039308336321,1.74077815699659,25.6756919374248,42,417,"enzyme activator activity"
"111","GO:0050661",0.00122897278107215,3.94793233082707,2.70918572001604,9,44,"NADP binding"
"112","GO:0001012",0.00126990506646708,1.62282599838845,34.6036903329322,53,562,"RNA polymerase II regulatory region DNA binding"
"113","GO:0009931",0.0014012093638784,12.2416575790622,0.554151624548736,4,9,"calcium-dependent protein serine/threonine kinase activity"
"114","GO:0035259",0.0014012093638784,12.2416575790622,0.554151624548736,4,9,"glucocorticoid receptor binding"
"115","GO:0048156",0.0014012093638784,12.2416575790622,0.554151624548736,4,9,"tau protein binding"
"116","GO:0030971",0.00145371386634453,3.83799342105263,2.77075812274368,9,45,"receptor tyrosine kinase binding"
"117","GO:0033613",0.00173174602448436,3.41309915843396,3.38648215002006,10,55,"activating transcription factor binding"
"118","GO:0004857",0.00174038497090068,1.8106672555469,20.0110308864821,34,325,"enzyme inhibitor activity"
"119","GO:0016491",0.0018467052179585,1.55173857416182,40.1452065784196,59,652,"oxidoreductase activity"
"120","GO:0000977",0.00188875576969305,1.5968841285297,34.4189731247493,52,559,"RNA polymerase II regulatory region sequence-specific DNA binding"
"121","GO:0043565",0.00194724380673955,1.45390941620157,58.0012033694344,80,942,"sequence-specific DNA binding"
"122","GO:0004725",0.00196008318993414,2.65947976642574,5.84937825912555,14,95,"protein tyrosine phosphatase activity"
"123","GO:1990782",0.00200197639944783,3.6354743767313,2.89390292819896,9,47,"protein tyrosine kinase binding"
"124","GO:0016616",0.00207826640626658,2.53729713994615,6.52667468912956,15,106,"oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor"
"125","GO:0004689",0.002118155600375,22.9330065359477,0.307862013638187,3,5,"phosphorylase kinase activity"
"126","GO:0035877",0.002118155600375,22.9330065359477,0.307862013638187,3,5,"death effector domain binding"
"127","GO:0005057",0.00218569004550972,2.35930399425975,7.88126754913759,17,128,"receptor signaling protein activity"
"128","GO:0010857",0.00222201081508776,10.2006543075245,0.615724027276374,4,10,"calcium-dependent protein kinase activity"
"129","GO:0042826",0.00222270434904894,2.73870013879669,5.29522663457681,13,86,"histone deacetylase binding"
"130","GO:0008094",0.00222631425569022,2.88221947194719,4.67950260730044,12,76,"DNA-dependent ATPase activity"
"131","GO:0004197",0.00263829967279464,2.56394707828004,6.03409546730846,14,98,"cysteine-type endopeptidase activity"
"132","GO:0003723",0.00283555064430364,1.35083073814401,89.64941837144,115,1456,"RNA binding"
"133","GO:0000978",0.00294749139198889,1.76161463187325,19.8878860810269,33,323,"RNA polymerase II core promoter proximal region sequence-specific DNA binding"
"134","GO:0003690",0.00300003119470858,2.42976646915301,6.77296430004011,15,110,"double-stranded DNA binding"
"135","GO:0000987",0.00329777926863489,1.73159823176882,20.8114721219414,34,338,"core promoter proximal region sequence-specific DNA binding"
"136","GO:0004861",0.00332265162340598,8.74279482785481,0.677296430004011,4,11,"cyclin-dependent protein serine/threonine kinase inhibitor activity"
"137","GO:0016303",0.00332265162340598,8.74279482785481,0.677296430004011,4,11,"1-phosphatidylinositol-3-kinase activity"
"138","GO:0035035",0.0034521165406796,4.83796376186368,1.53931006819093,6,25,"histone acetyltransferase binding"
"139","GO:0001159",0.00362053324508115,1.72003006388576,20.9346169273967,34,340,"core promoter proximal region DNA binding"
"140","GO:0008017",0.00363658648772952,1.99616567427861,11.8219013237064,22,192,"microtubule binding"
"141","GO:0043028",0.00363740155174284,3.60878809355067,2.58604091456077,8,42,"cysteine-type endopeptidase regulator activity involved in apoptotic process"
"142","GO:0044822",0.00379690045818731,1.38506876227898,68.2222222222222,90,1108,"poly(A) RNA binding"
"143","GO:0005178",0.003831662775407,2.44670241555578,6.28038507821901,14,102,"integrin binding"
"144","GO:0097199",0.0040425205556474,15.2875816993464,0.369434416365824,3,6,"cysteine-type endopeptidase activity involved in apoptotic signaling pathway"
"145","GO:0035326",0.00406257658985919,2.52961021580327,5.66466105094264,13,92,"enhancer binding"
"146","GO:0008144",0.00419005339798741,2.4190379445759,6.34195748094665,14,103,"drug binding"
"147","GO:0035004",0.00474318664671962,7.64940021810251,0.738868832731649,4,12,"phosphatidylinositol 3-kinase activity"
"148","GO:0070402",0.00474318664671962,7.64940021810251,0.738868832731649,4,12,"NADPH binding"
"149","GO:0035173",0.0049284294272874,5.46748284466625,1.16987565182511,5,19,"histone kinase activity"
"150","GO:0070064",0.0049284294272874,5.46748284466625,1.16987565182511,5,19,"proline-rich region binding"
"151","GO:0001103",0.00519410881724158,4.37658079625293,1.66245487364621,6,27,"RNA polymerase II repressing transcription factor binding"
"152","GO:0030674",0.00536167626944668,2.08388079834137,9.29743281187324,18,151,"protein binding, bridging"
"153","GO:0001102",0.00568542751499691,3.6993888176262,2.21660649819495,7,36,"RNA polymerase II activating transcription factor binding"
"154","GO:0017134",0.00624326619903714,5.10262008733624,1.23144805455275,5,20,"fibroblast growth factor binding"
"155","GO:0043130",0.00625973056422013,2.49094639193649,5.29522663457681,12,86,"ubiquitin binding"
"156","GO:0033549",0.00652102560849909,6.79898218829517,0.800441235459286,4,13,"MAP kinase phosphatase activity"
"157","GO:0008234",0.00736214249821058,2.05969967249669,8.86642599277978,17,144,"cysteine-type peptidase activity"
"158","GO:0043548",0.00750558968818787,3.99543834640057,1.78559967910148,6,29,"phosphatidylinositol 3-kinase binding"
"159","GO:0031683",0.00778602972272464,4.78336517467249,1.29302045728039,5,21,"G-protein beta/gamma-subunit complex binding"
"160","GO:0070412",0.00778602972272464,4.78336517467249,1.29302045728039,5,21,"R-SMAD binding"
"161","GO:0016887",0.00808214205652171,1.58562815708001,24.5058162855997,37,398,"ATPase activity"
"162","GO:0052742",0.00869040549759879,6.11864776444929,0.862013638186923,4,14,"phosphatidylinositol kinase activity"
"163","GO:0070628",0.00869040549759879,6.11864776444929,0.862013638186923,4,14,"proteasome binding"
"164","GO:0001158",0.00879966429891973,2.48317711700065,4.86421981548335,11,79,"enhancer sequence-specific DNA binding"
"165","GO:0001540",0.00890386890516442,3.82868852459016,1.84717208182912,6,30,"beta-amyloid binding"
"166","GO:0030159",0.0095749267556672,4.50166966349859,1.35459286000802,5,22,"receptor signaling complex scaffold activity"
"167","GO:0032182",0.00969537542855045,2.24377567687967,6.28038507821901,13,102,"ubiquitin-like protein binding"
"168","GO:0016614",0.00986586437656567,2.09617700180614,7.69655034095467,15,125,"oxidoreductase activity, acting on CH-OH group of donors"
"169","GO:0016746",0.0100502344249129,1.78103210932166,13.6690734055355,23,222,"transferase activity, transferring acyl groups"
"170","GO:0015165",0.010312001589099,9.17124183006536,0.492579221821099,3,8,"pyrimidine nucleotide-sugar transmembrane transporter activity"
"171","GO:0016868",0.010312001589099,9.17124183006536,0.492579221821099,3,8,"intramolecular transferase activity, phosphotransferases"
"172","GO:0034061",0.0104789562578567,3.67527868852459,1.90874448455676,6,31,"DNA polymerase activity"
"173","GO:0002060",0.0108964573822537,30.5462459194777,0.184717208182912,2,3,"purine nucleobase binding"
"174","GO:0004090",0.0108964573822537,30.5462459194777,0.184717208182912,2,3,"carbonyl reductase (NADPH) activity"
"175","GO:0004332",0.0108964573822537,30.5462459194777,0.184717208182912,2,3,"fructose-bisphosphate aldolase activity"
"176","GO:0004699",0.0108964573822537,30.5462459194777,0.184717208182912,2,3,"calcium-independent protein kinase C activity"
"177","GO:0005010",0.0108964573822537,30.5462459194777,0.184717208182912,2,3,"insulin-like growth factor-activated receptor activity"
"178","GO:0008384",0.0108964573822537,30.5462459194777,0.184717208182912,2,3,"IkappaB kinase activity"
"179","GO:0008426",0.0108964573822537,30.5462459194777,0.184717208182912,2,3,"protein kinase C inhibitor activity"
"180","GO:0097200",0.0108964573822537,30.5462459194777,0.184717208182912,2,3,"cysteine-type endopeptidase activity involved in execution phase of apoptosis"
"181","GO:0008353",0.0112820110301422,5.56201050857539,0.923586040914561,4,15,"RNA polymerase II carboxy-terminal domain kinase activity"
"182","GO:0003676",0.0116686553328769,1.19560190098691,220.73706377858,250,3585,"nucleic acid binding"
"183","GO:0031490",0.012406470812163,2.47423958075139,4.43321299638989,10,72,"chromatin DNA binding"
"184","GO:0009055",0.0131832530807074,2.14665340343897,6.52667468912956,13,106,"electron carrier activity"
"185","GO:0060090",0.0137999222262617,1.87065637065637,10.2210188527878,18,166,"binding, bridging"
"186","GO:0030544",0.0139593024868312,4.02723511836359,1.4777376654633,5,24,"Hsp70 protein binding"
"187","GO:0043027",0.0139593024868312,4.02723511836359,1.4777376654633,5,24,"cysteine-type endopeptidase inhibitor activity involved in apoptotic process"
"188","GO:0045309",0.0139593024868312,4.02723511836359,1.4777376654633,5,24,"protein phosphorylated amino acid binding"
"189","GO:0001671",0.0143227206600237,5.09814612868048,0.985158443642198,4,16,"ATPase activator activity"
"190","GO:0008320",0.0143227206600237,5.09814612868048,0.985158443642198,4,16,"protein transmembrane transporter activity"
"191","GO:0043539",0.0143227206600237,5.09814612868048,0.985158443642198,4,16,"protein serine/threonine kinase activator activity"
"192","GO:0043167",0.0143476922089892,1.16690138990567,346.221620537505,378,5623,"ion binding"
"193","GO:0000980",0.0144872503240877,2.55537280701754,3.87906137184116,9,63,"RNA polymerase II distal enhancer sequence-specific DNA binding"
"194","GO:0004714",0.0144872503240877,2.55537280701754,3.87906137184116,9,63,"transmembrane receptor protein tyrosine kinase activity"
"195","GO:0016832",0.0147673977017093,7.6421568627451,0.554151624548736,3,9,"aldehyde-lyase activity"
"196","GO:0030235",0.0147673977017093,7.6421568627451,0.554151624548736,3,9,"nitric-oxide synthase regulator activity"
"197","GO:0051400",0.0147673977017093,7.6421568627451,0.554151624548736,3,9,"BH domain binding"
"198","GO:0070182",0.0147673977017093,7.6421568627451,0.554151624548736,3,9,"DNA polymerase binding"
"199","GO:0048029",0.0159668238430036,2.50873205741627,3.94063377456879,9,64,"monosaccharide binding"
"200","GO:0051019",0.0165860989733691,3.82560043668122,1.53931006819093,5,25,"mitogen-activated protein kinase binding"
"201","GO:0005001",0.0178354583274423,4.70564549953863,1.04673084636984,4,17,"transmembrane receptor protein tyrosine phosphatase activity"
"202","GO:0019198",0.0178354583274423,4.70564549953863,1.04673084636984,4,17,"transmembrane receptor protein phosphatase activity"
"203","GO:0030332",0.0178354583274423,4.70564549953863,1.04673084636984,4,17,"cyclin binding"
"204","GO:0002020",0.0183357113288292,2.11676340047798,6.0956678700361,12,99,"protease binding"
"205","GO:0070491",0.018605928718069,2.60818904243667,3.38648215002006,8,55,"repressing transcription factor binding"
"206","GO:0016504",0.0187607317290755,3.16743923120407,2.15503409546731,6,35,"peptidase activator activity"
"207","GO:0019894",0.0187607317290755,3.16743923120407,2.15503409546731,6,35,"kinesin binding"
"208","GO:0005126",0.0196848395001276,1.64245261984392,15.3315282791817,24,249,"cytokine receptor binding"
"209","GO:0017166",0.0201439920816899,6.5499533146592,0.615724027276374,3,10,"vinculin binding"
"210","GO:0019211",0.0201439920816899,6.5499533146592,0.615724027276374,3,10,"phosphatase activator activity"
"211","GO:0055106",0.0201439920816899,6.5499533146592,0.615724027276374,3,10,"ubiquitin-protein transferase regulator activity"
"212","GO:0002054",0.0209048993497907,15.272034820457,0.24628961091055,2,4,"nucleobase binding"
"213","GO:0003886",0.0209048993497907,15.272034820457,0.24628961091055,2,4,"DNA (cytosine-5-)-methyltransferase activity"
"214","GO:0008607",0.0209048993497907,15.272034820457,0.24628961091055,2,4,"phosphorylase kinase regulator activity"
"215","GO:0032405",0.0209048993497907,15.272034820457,0.24628961091055,2,4,"MutLalpha complex binding"
"216","GO:0034191",0.0209048993497907,15.272034820457,0.24628961091055,2,4,"apolipoprotein A-I receptor binding"
"217","GO:0034603",0.0209048993497907,15.272034820457,0.24628961091055,2,4,"pyruvate dehydrogenase [NAD(P)+] activity"
"218","GO:0034604",0.0209048993497907,15.272034820457,0.24628961091055,2,4,"pyruvate dehydrogenase (NAD+) activity"
"219","GO:0034714",0.0209048993497907,15.272034820457,0.24628961091055,2,4,"type III transforming growth factor beta receptor binding"
"220","GO:0036033",0.0209048993497907,15.272034820457,0.24628961091055,2,4,"mediator complex binding"
"221","GO:0051425",0.0209048993497907,15.272034820457,0.24628961091055,2,4,"PTB domain binding"
"222","GO:0051434",0.0209048993497907,15.272034820457,0.24628961091055,2,4,"BH3 domain binding"
"223","GO:0070061",0.0209048993497907,15.272034820457,0.24628961091055,2,4,"fructose binding"
"224","GO:0070326",0.0209048993497907,15.272034820457,0.24628961091055,2,4,"very-low-density lipoprotein particle receptor binding"
"225","GO:0070815",0.0209048993497907,15.272034820457,0.24628961091055,2,4,"peptidyl-lysine 5-dioxygenase activity"
"226","GO:0098518",0.0209048993497907,15.272034820457,0.24628961091055,2,4,"polynucleotide phosphatase activity"
"227","GO:0005123",0.0218391335538754,4.36921638884561,1.10830324909747,4,18,"death receptor binding"
"228","GO:0051059",0.0227776232989959,3.47732235013894,1.66245487364621,5,27,"NF-kappaB binding"
"229","GO:0003924",0.0244959607444738,1.64304459107746,14.0385078219013,22,228,"GTPase activity"
"230","GO:0019199",0.0245886378425406,2.19021483456171,4.92579221821099,10,80,"transmembrane receptor protein kinase activity"
"231","GO:0004708",0.0263486546542989,4.07764449291167,1.16987565182511,4,19,"MAP kinase kinase activity"
"232","GO:0022884",0.0263486546542989,4.07764449291167,1.16987565182511,4,19,"macromolecule transmembrane transporter activity"
"233","GO:0003887",0.0263656201928494,3.32589709512056,1.72402727637385,5,28,"DNA-directed DNA polymerase activity"
"234","GO:0031492",0.0263656201928494,3.32589709512056,1.72402727637385,5,28,"nucleosomal DNA binding"
"235","GO:0005338",0.0264519947535464,5.73080065359477,0.677296430004011,3,11,"nucleotide-sugar transmembrane transporter activity"
"236","GO:0035497",0.0264519947535464,5.73080065359477,0.677296430004011,3,11,"cAMP response element binding"
"237","GO:0043560",0.0264519947535464,5.73080065359477,0.677296430004011,3,11,"insulin receptor substrate binding"
"238","GO:0048407",0.0264519947535464,5.73080065359477,0.677296430004011,3,11,"platelet-derived growth factor binding"
"239","GO:0055103",0.0264519947535464,5.73080065359477,0.677296430004011,3,11,"ligase regulator activity"
"240","GO:0003678",0.0265433257699071,2.61439931685969,2.95547533092659,7,48,"DNA helicase activity"
"241","GO:0016859",0.027320338394449,2.86987704918033,2.33975130365022,6,38,"cis-trans isomerase activity"
"242","GO:0070851",0.0313431375516276,1.88162870916798,7.32711592458885,13,119,"growth factor receptor binding"
"243","GO:0015605",0.0313750017681143,3.82251908396947,1.23144805455275,4,20,"organophosphate ester transmembrane transporter activity"
"244","GO:0045502",0.0313750017681143,3.82251908396947,1.23144805455275,4,20,"dynein binding"
"245","GO:0001191",0.0331645401377994,2.0712314949417,5.17208182912154,10,84,"transcriptional repressor activity, RNA polymerase II transcription factor binding"
"246","GO:0001875",0.0334293951827345,10.1806311207835,0.307862013638187,2,5,"lipopolysaccharide receptor activity"
"247","GO:0005007",0.0334293951827345,10.1806311207835,0.307862013638187,2,5,"fibroblast growth factor-activated receptor activity"
"248","GO:0005384",0.0334293951827345,10.1806311207835,0.307862013638187,2,5,"manganese ion transmembrane transporter activity"
"249","GO:0009008",0.0334293951827345,10.1806311207835,0.307862013638187,2,5,"DNA-methyltransferase activity"
"250","GO:0032135",0.0334293951827345,10.1806311207835,0.307862013638187,2,5,"DNA insertion or deletion binding"
"251","GO:0042609",0.0334293951827345,10.1806311207835,0.307862013638187,2,5,"CD4 receptor binding"
"252","GO:0043426",0.0334293951827345,10.1806311207835,0.307862013638187,2,5,"MRF binding"
"253","GO:0046912",0.0334293951827345,10.1806311207835,0.307862013638187,2,5,"transferase activity, transferring acyl groups, acyl groups converted into alkyl on transfer"
"254","GO:0050897",0.0334293951827345,10.1806311207835,0.307862013638187,2,5,"cobalt ion binding"
